,Name,Weapon Type,Archetype,Rarity,Optimal TTK,Bodyshot TTK,Usage,Impact,Range,Stability,Handling,Reload Speed,Rounds Per Minute,Magazine,Aim Assistance,Zoom,Recoil Direction,Blast Radius,Velocity,Charge Time,Accuracy,Draw Time,Swing Speed,Efficiency,Defense,Ammo Capacity,Perk 1 Init,Perk 1 Rolls Hash,Perk 1 Rolls,Perk 1 is Intrinsic,Perk 2 Init,Perk 2 Rolls Hash,Perk 2 Rolls,Perk 2 is Intrinsic,Perk 3 Init,Perk 3 Rolls Hash,Perk 3 Rolls,Perk 3 is Intrinsic,Perk 4 Init,Perk 4 Rolls Hash,Perk 4 Rolls,Perk 4 is Intrinsic
291,Tyranny of Heaven,Combat Bow,Lightweight Frame,Legendary,1.22,1.84,,68.0,,63.0,52.0,28.0,,,74.0,18.0,54.0,,,80.0,49.0,612.0,,,,,Flexible String,1785302897.0,"['Agile Bowstring', 'Tactile String', 'Elastic String', 'Flexible String', 'High Tension String', 'Natural String', 'Polymer String']",False,Straight Fletching,1139478880.0,"['Carbon Arrow Shaft', 'Compact Arrow Shaft', 'Helical Fletching', 'Natural Fletching', 'Straight Fletching']",False,Sneak Bow,3954499568.0,"['Sneak Bow', 'Moving Target', ""Archer's Tempo""]",False,Dragonfly,1357223135.0,"['Rampage', 'Explosive Head', 'Snapshot Sights']",False
292,Distant Tumulus,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,,55.0,36.0,37.0,67.0,61.0,140.0,5.0,72.0,45.0,52.0,,,,,,,,,,Smallbore,,,True,Extended Mag,,,True,Pulse Monitor,,,True,Solar Damage Mod,,,False
293,Patron of Lost Causes,Scout Rifle,Lightweight Frame,Legendary,0.9,1.8,0.362,60.0,40.0,39.0,67.0,58.0,200.0,15.0,67.0,20.0,59.0,,,,,,,,,,,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,,1316600389.0,"['Mulligan', 'Grave Robber', 'Rapid Hit', 'Underdog', 'Field Prep', 'Full Auto Trigger System']",False,,210550827.0,"['Opening Shot', 'Elemental Capacitor', 'Vorpal Weapon', 'Under Pressure', 'Osmosis', 'Explosive Payload']",False
294,Bug-Out Bag,Submachine Gun,Adaptive Frame,Legendary,0.73,0.93,,20.0,44.0,45.0,52.0,52.0,900.0,32.0,46.0,13.0,88.0,,,,,,,,,,Corkscrew Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Alloy Magazine,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Slideways,3108083950.0,"['Auto-Loading Holster', 'Threat Detector', 'Grave Robber', 'Zen Moment', 'Subsistence']",False,Multikill Clip,498901482.0,"['Multikill Clip', 'High-Impact Reserves', 'Moving Target', 'Demolitionist', 'Slideways', 'Swashbuckler']",False
295,Tempered Dynamo,Fusion Rifle,Precision Frame,Legendary,0.9,0.9,,80.0,57.0,52.0,35.0,32.0,,5.0,65.0,15.0,80.0,,,740.0,,,,,,,Meyrin RDL,2666078203.0,"['Rasmussen ISA', 'Meyrin RDS', 'Meyrin RDL']",False,Particle Repeater,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,Backup Plan,1804823117.0,"['Backup Plan', 'Snapshot Sights', 'Shield Disorient', 'Air Assault', 'Threat Detector', 'Opening Shot']",False,Rampage,2275892105.0,"['Rampage', 'Kill Clip', 'High-Impact Reserves', 'Auto-Loading Holster', 'Disruption Break', 'Grave Robber']",False
296,Arc Logic,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,44.0,41.0,68.0,60.0,600.0,41.0,65.0,16.0,47.0,,,,,,,,,,,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Tactical Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Moving Target,3541408343.0,"['Overflow', 'Pulse Monitor', 'Field Prep', 'Outlaw', 'Moving Target', 'Subsistence']",False,,3983430089.0,"['Triple Tap', 'Demolitionist', 'Shield Disorient', 'Tap the Trigger', 'Rampage', 'Rangefinder']",False
297,Blasphemer,Shotgun,Precision Frame,Legendary,0.0,0.93,,70.0,62.0,46.0,49.0,49.0,65.0,6.0,61.0,12.0,60.0,,,,,,,,,,Hammer-Forged Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Accurized Rounds,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Quickdraw,327626221.0,"['Genesis', 'Quickdraw', 'Auto-Loading Holster', 'Pulse Monitor', 'Outlaw', 'Snapshot Sights']",False,Opening Shot,1459100739.0,"['Hip-Fire Grip', 'Rampage', 'Opening Shot', 'Triple Tap', 'Swashbuckler']",False
298,Eulogy SI4,Sidearm,Omolon Adaptive Frame,Legendary,0.5,1.1,,75.0,34.0,79.0,58.0,40.0,491.0,27.0,61.0,12.0,81.0,,,,,,,,,,Target SAS,,,True,High-Caliber Rounds,,,True,Grave Robber,,,True,Void Damage Mod,,,False
299,Vertical Orbit QSm,Sidearm,Adaptive Frame,Legendary,0.6,1.0,,49.0,40.0,68.0,52.0,35.0,300.0,15.0,79.0,12.0,92.0,,,,,,,,,,Target SAS,,,True,Steady Rounds,,,True,Triple Tap,,,True,Weapon Attack Mod,,,False
300,Tiebreaker,Rocket Launcher,Aggressive Frame,Legendary,0.0,0.0,,,,30.0,26.0,60.0,25.0,1.0,31.0,20.0,78.0,55.0,76.0,,,,,,,,Linear Compensator,,,True,Alloy Casing,,,True,Quickdraw,,,True,Solar Damage Mod,,,False
301,Hoosegow XE5837,Rocket Launcher,Adaptive Frame,Legendary,0.0,0.0,,,,47.0,44.0,50.0,20.0,1.0,63.0,20.0,80.0,75.0,58.0,,,,,,,,Hard Launch,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Black Powder,929622943.0,"['Alloy Casing', 'Black Powder', 'High-Velocity Rounds', 'Implosion Rounds', 'Impact Casing']",False,Snapshot Sights,1160097391.0,"['Rangefinder', 'Field Prep', 'Auto-Loading Holster', 'Snapshot Sights']",False,,3110883642.0,"['Cluster Bomb', 'Quickdraw', 'Ambitious Assassin', 'Kill Clip']",False
302,The Defiant,Hand Cannon,Lightweight Frame,Legendary,0.8,1.6,,80.0,40.0,41.0,67.0,60.0,150.0,12.0,85.0,14.0,89.0,,,,,,,,,,TrueSight HCS,,,True,Accurized Rounds,,,True,Threat Detector,,,True,Solar Damage Mod,,,False
303,Bad News XF4354,Hand Cannon,Aggressive Frame,Legendary,1.07,1.6,,92.0,60.0,29.0,33.0,32.0,110.0,8.0,66.0,14.0,88.0,,,,,,,,,,SteadyHand HCS,2849697470.0,"['Fastdraw HCS', 'SteadyHand HCS', 'TrueSight HCS', 'HitMark HCS', 'Crossfire HCS', 'Sureshot HCS']",False,Flared Magwell,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Moving Target,1419512574.0,"['Moving Target', 'Outlaw', 'Air Assault', 'Rangefinder', 'Mulligan', 'Triple Tap', 'Snapshot Sights']",False,,2466061730.0,"['Timed Payload', 'Kill Clip', 'Field Prep', 'Hip-Fire Grip', 'Zen Moment', 'Opening Shot', 'Explosive Payload']",False
304,Imperial Decree,Shotgun,Aggressive Frame,Legendary,0.0,1.1,0.188,80.0,36.0,36.0,38.0,41.0,55.0,4.0,35.0,12.0,80.0,,,,,,,,,,Barrel Shroud,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,Accurized Rounds,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Grave Robber,1767025449.0,"['Grave Robber', 'Full Auto Trigger System', 'Slideshot', 'Threat Detector', 'Feeding Frenzy', 'Pulse Monitor']",False,Trench Barrel,4144796309.0,"['Trench Barrel', 'Swashbuckler', 'Rampage', 'Snapshot Sights', 'Moving Target', 'Auto-Loading Holster']",False
305,Judgment,Hand Cannon,Adaptive Frame,Legendary,0.87,1.73,,84.0,50.0,48.0,48.0,46.0,140.0,9.0,75.0,14.0,95.0,,,,,,,,,,SteadyHand HCS,,,True,Slideshot,,,True,Moving Target,,,True,Kinetic Damage Mod,,,False
306,Basilisk,Shotgun,Rapid-Fire Frame,Legendary,0.0,0.43,,65.0,38.0,42.0,48.0,68.0,140.0,7.0,70.0,12.0,64.0,,,,,,,,,,Smoothbore,,,True,Extended Mag,,,True,Auto-Loading Holster,,,True,Arc Damage Mod,,,False
307,Dream Breaker,Fusion Rifle,Adaptive Frame,Legendary,0.87,0.87,,70.0,37.0,42.0,34.0,37.0,,6.0,43.0,15.0,57.0,,,660.0,,,,,,,,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Liquid Coils,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,Snapshot Sights,3827652992.0,"['Firmly Planted', 'Auto-Loading Holster', 'Moving Target', 'Underdog', 'Threat Detector', 'Rangefinder']",False,,2870911336.0,"['Rampage', 'Quickdraw', 'Tap the Trigger', 'Backup Plan', 'Disruption Break', 'High-Impact Reserves']",False
308,Toil and Trouble,Shotgun,Aggressive Frame,Legendary,0.0,1.1,,80.0,31.0,36.0,37.0,42.0,55.0,5.0,30.0,12.0,59.0,,,,,,,,,,Full Choke,1571809010.0,"['Rifled Barrel', 'Smoothbore', 'Smallbore', 'Barrel Shroud', 'Corkscrew Rifling', 'Full Choke']",False,Accurized Rounds,2070940234.0,"['Assault Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Accurized Rounds', 'Light Mag']",False,Auto-Loading Holster,239272740.0,"['Slideshot', 'Threat Detector', 'Field Prep', 'Full Auto Trigger System', 'Pulse Monitor']",False,Full Auto Trigger System,2817180726.0,"['Rampage', 'Outlaw', 'Snapshot Sights', 'Moving Target', 'Auto-Loading Holster']",False
309,Frostmire's Hex,Scout Rifle,VEIST Rapid-Fire,Legendary,0.93,1.4,,45.0,34.0,52.0,30.0,40.0,260.0,16.0,72.0,20.0,56.0,,,,,,,,,,Corkscrew Rifling,,,True,High-Caliber Rounds,,,True,Dragonfly,,,True,Arc Damage Mod,,,False
310,Living Memory,Hand Cannon,Adaptive Frame,Legendary,0.87,1.73,,84.0,44.0,53.0,47.0,45.0,140.0,10.0,72.0,14.0,83.0,,,,,,,,,,Fastdraw HCS,,,True,Extended Mag,,,True,Grave Robber,,,True,Kinetic Damage Mod,,,False
311,Conjecture TSc,Fusion Rifle,High-Impact Frame,Legendary,1.0,1.0,,95.0,54.0,32.0,28.0,24.0,,5.0,63.0,15.0,78.0,,,860.0,,,,,,,Cleanshot IS,,,True,Projection Fuse,,,True,Field Prep,,,True,Arc Damage Mod,,,False
312,Proelium FR3,Fusion Rifle,Rapid-Fire Frame,Legendary,0.73,0.73,,55.0,32.0,35.0,57.0,50.0,,7.0,33.0,15.0,45.0,,,540.0,,,,,,,Spark PS,2320157892.0,"['Signal MS5', 'Impulse MS3', 'Transmission MS7', 'Candle PS', 'Spark PS', 'Jolt PS', 'Flash HS5', 'Torch HS3']",False,Liquid Coils,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,Snapshot Sights,3477410845.0,"['Under Pressure', 'Firmly Planted', 'Auto-Loading Holster', 'Snapshot Sights', 'Moving Target', 'Hip-Fire Grip', 'Threat Detector']",False,,3177788031.0,"['Backup Plan', 'Kill Clip', 'Rampage', 'High-Impact Reserves', 'Rangefinder', 'Quickdraw', 'Tap the Trigger']",False
313,Heretic,Rocket Launcher,Aggressive Frame,Legendary,0.0,0.0,,,,33.0,31.0,62.0,25.0,1.0,29.0,20.0,68.0,60.0,81.0,,,,,,,,Volatile Launch,3664361537.0,"['Volatile Launch', 'Confined Launch', 'Countermass', 'Hard Launch', 'Linear Compensator', 'Quick Launch', 'Smart Drift Control']",False,Black Powder,929622943.0,"['Alloy Casing', 'Black Powder', 'High-Velocity Rounds', 'Implosion Rounds', 'Impact Casing']",False,Demolitionist,4058782908.0,"['Demolitionist', 'Snapshot Sights', 'Threat Detector', 'Rangefinder']",False,Cluster Bomb,3544283828.0,"['Cluster Bomb', 'Quickdraw', 'Ambitious Assassin', 'Kill Clip']",False
314,Nameless Midnight,Scout Rifle,Precision Frame,Legendary,1.0,1.67,,62.0,46.0,44.0,47.0,50.0,180.0,16.0,62.0,20.0,79.0,,,,,,,,,,Red Dot 2 MOA,1971187269.0,"['Rifle Scope ST', 'Rifle Scope SSF', 'Cleanshot IS', 'Hitmark IS', 'Red Dot 2 MOA', 'Red Dot Micro']",False,Flared Magwell,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Explosive Payload,2338289045.0,"['Hip-Fire Grip', 'Grave Robber', 'Auto-Loading Holster', 'Zen Moment', 'Moving Target', 'Triple Tap', 'High-Impact Reserves']",False,,4177501165.0,"['Explosive Payload', 'Rangefinder', 'Threat Detector', 'Opening Shot', 'Outlaw', 'Rampage', 'Kill Clip']",False
315,Erentil FR4,Fusion Rifle,High-Impact Frame,Legendary,1.0,1.0,1.68,95.0,59.0,30.0,26.0,28.0,,5.0,65.0,15.0,60.0,,,860.0,,,,,,,Candle PS,2320157892.0,"['Signal MS5', 'Impulse MS3', 'Transmission MS7', 'Candle PS', 'Spark PS', 'Jolt PS', 'Flash HS5', 'Torch HS3']",False,Accelerated Coils,1760963831.0,"['Accelerated Coils', 'Enhanced Battery', 'Ionized Battery', 'Liquid Coils', 'Particle Repeater', 'Projection Fuse']",False,Under Pressure,3477410845.0,"['Under Pressure', 'Firmly Planted', 'Auto-Loading Holster', 'Snapshot Sights', 'Moving Target', 'Hip-Fire Grip', 'Threat Detector']",False,,3177788031.0,"['Backup Plan', 'Kill Clip', 'Rampage', 'High-Impact Reserves', 'Rangefinder', 'Quickdraw', 'Tap the Trigger']",False
316,MIDA Mini-Tool,Submachine Gun,Lightweight Frame,Legendary,0.67,0.67,,15.0,37.0,54.0,68.0,38.0,900.0,37.0,49.0,13.0,80.0,,,,,,,,,,Fluted Barrel,,,True,Alloy Magazine,,,True,MIDA Synergy,,,True,Solar Damage Mod,,,False
317,Dreaded Venture,Sniper Rifle,Aggressive Frame,Legendary,0.0,0.83,,90.0,74.0,35.0,31.0,39.0,72.0,3.0,49.0,45.0,76.0,,,,,,,,,,Hammer-Forged Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Accurized Rounds,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Explosive Payload,2495628904.0,"['Triple Tap', 'Ambitious Assassin', 'Explosive Payload', 'Rampage', 'Outlaw']",False,Snapshot Sights,245257544.0,"['Hip-Fire Grip', 'Firmly Planted', 'Auto-Loading Holster', 'Rapid Hit', 'Threat Detector']",False
318,Spare Rations,Hand Cannon,Lightweight Frame,Legendary,0.8,1.6,4.43,80.0,39.0,50.0,74.0,60.0,150.0,13.0,92.0,14.0,100.0,,,,,,,,,,Hammer-Forged Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Appended Mag,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Overflow,2781577742.0,"[""Fourth Time's the Charm"", 'Subsistence', 'Rapid Hit', 'Threat Detector', 'Field Prep', 'Snapshot Sights', 'Auto-Loading Holster']",False,Explosive Payload,758886986.0,"['Rampage', 'Swashbuckler', 'Kill Clip', 'Multikill Clip', 'Slideshot', 'Hip-Fire Grip', 'Rangefinder', 'Moving Target']",False
319,Null Calamity 9,Auto Rifle,Adaptive Frame,Legendary,0.7,1.2,,21.0,54.0,36.0,68.0,60.0,600.0,44.0,65.0,16.0,51.0,,,,,,,,,,Chambered Compensator,,,True,Flared Magwell,,,True,Zen Moment,,,True,Void Damage Mod,,,False
320,Bite of the Fox,Sniper Rifle,Aggressive Frame,Legendary,0.0,0.83,0.34,90.0,73.0,28.0,32.0,32.0,72.0,3.0,41.0,43.0,68.0,,,,,,,,,,Polygonal Rifling,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Extended Mag,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Snapshot Sights,1647935845.0,"['Snapshot Sights', 'Rapid Hit', 'Firmly Planted', 'Threat Detector', 'Hip-Fire Grip']",False,Opening Shot,3988174853.0,"['Explosive Payload', 'Rampage', 'Moving Target', 'Opening Shot', 'Field Prep', 'Ambitious Assassin']",False
321,Eystein-D,Pulse Rifle,High-Impact Frame,Legendary,0.67,1.6,,33.0,66.0,50.0,31.0,39.0,340.0,28.0,31.0,18.0,72.0,,,,,,,,,,GB Iron,4016668650.0,"['LD Watchdog', 'LB Assault', 'LC Ranged', 'GA Post', 'GB Iron', 'SD Thermal', 'SC Holo']",False,Ricochet Rounds,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,High-Impact Reserves,2149971920.0,"['Outlaw', 'Rangefinder', 'Firmly Planted', 'Grave Robber', 'Under Pressure', 'Moving Target', 'Ambitious Assassin']",False,,3668356940.0,"['Rampage', 'Kill Clip', 'High-Impact Reserves', 'Full Auto Trigger System', 'Snapshot Sights', 'Headseeker', 'Zen Moment']",False
322,Home for the Lost,Hand Cannon,Aggressive Frame,Legendary,1.07,1.6,,92.0,57.0,26.0,36.0,32.0,110.0,9.0,61.0,14.0,93.0,,,,,,,,,,Sureshot HCS,,,True,Alloy Magazine,,,True,Quickdraw,,,True,Kinetic Damage Mod,,,False
323,Anonymous Autumn,Sidearm,Lightweight Frame,Legendary,0.67,1.0,0.673,43.0,32.0,50.0,64.0,50.0,360.0,15.0,67.0,12.0,99.0,,,,,,,,,,Target SAS,1833880542.0,"['QuickDot SAS', 'Control SAS', 'Shortspec SAS', 'Tactic SAS', 'Target SAS', 'FarPoint SAS']",False,Ricochet Rounds,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Full Auto Trigger System,534695942.0,"['Moving Target', 'Quickdraw', 'Threat Detector', 'Under Pressure', 'Full Auto Trigger System', 'Outlaw']",False,Tap the Trigger,746661262.0,"['Kill Clip', 'Rampage', 'Rangefinder', 'Grave Robber', 'Zen Moment', 'Opening Shot']",False
324,Vouchsafe,Scout Rifle,Lightweight Frame,Legendary,0.9,1.8,,60.0,40.0,39.0,67.0,60.0,200.0,16.0,73.0,20.0,47.0,,,,,,,,,,Fluted Barrel,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Flared Magwell,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Dragonfly,309437293.0,"['Hip-Fire Grip', 'Firmly Planted', 'Ambitious Assassin', 'Auto-Loading Holster', 'Full Auto Trigger System']",False,Zen Moment,2248817895.0,"['Dragonfly', 'Triple Tap', 'Outlaw', 'Rapid Hit', 'Explosive Payload']",False
325,Maxim XI,Sniper Rifle,Adaptive Frame,Legendary,0.0,0.67,,70.0,59.0,46.0,50.0,42.0,90.0,4.0,51.0,40.0,62.0,,,,,,,,,,SSO-05 Sniper,,,True,Alloy Magazine,,,True,Snapshot Sights,,,True,Void Damage Mod,,,False
326,Infinite Paths 8,Pulse Rifle,Lightweight Frame,Legendary,0.87,1.33,,27.0,37.0,55.0,70.0,64.0,450.0,33.0,76.0,17.0,59.0,,,,,,,,,,Arrowhead Brake,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Alloy Magazine,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,,3733685266.0,"['Moving Target', 'Threat Detector', 'Auto-Loading Holster', 'Grave Robber', 'Demolitionist', 'Genesis']",False,,618502382.0,"['Swashbuckler', 'Zen Moment', 'Shield Disorient', 'Dragonfly', 'Eye of the Storm', 'Opening Shot']",False
327,Truthteller,Grenade Launcher,Lightweight Frame,Legendary,0.0,1.9,,,,26.0,72.0,74.0,90.0,1.0,79.0,13.0,70.0,55.0,77.0,,,,,,,,Confined Launch,,,True,Concussion Grenades,,,True,Quickdraw,,,True,Void Damage Mod,,,False
328,Eye of Foresight,Sniper Rifle,Adaptive Frame,Legendary,0.0,0.67,,70.0,46.0,46.0,46.0,46.0,90.0,4.0,60.0,40.0,60.0,,,,,,,,,,Aquila SS4,,,True,Steady Rounds,,,True,Field Prep,,,True,Void Damage Mod,,,False
329,West of Sunfall 7,Hand Cannon,Precision Frame,Legendary,1.0,1.67,,78.0,45.0,68.0,42.0,33.0,180.0,11.0,79.0,14.0,100.0,,,,,,,,,,Crossfire HCS,,,True,Accurized Rounds,,,True,Auto-Loading Holster,,,True,Kinetic Damage Mod,,,False
330,Twilight Oath,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,0.361,55.0,34.0,42.0,68.0,62.0,140.0,5.0,70.0,35.0,59.0,,,,,,,,,,Chambered Compensator,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Steady Rounds,3964805173.0,"['Accurized Rounds', 'Drop Mag', 'Appended Mag', 'Tactical Mag', 'Extended Mag', 'Steady Rounds', 'Alloy Magazine', 'Flared Magwell']",False,Snapshot Sights,3845798996.0,"['Hip-Fire Grip', 'Firmly Planted', 'Ambitious Assassin', 'Rapid Hit', 'Opening Shot']",False,Box Breathing,1235988444.0,"['Dragonfly', 'Triple Tap', 'Outlaw', 'Kill Clip', 'Box Breathing']",False
331,A Single Clap,Sniper Rifle,Adaptive Frame,Legendary,0.0,0.67,,70.0,53.0,48.0,47.0,44.0,90.0,4.0,59.0,40.0,45.0,,,,,,,,,,SSO-05 Sniper,,,True,Tactical Mag,,,True,Explosive Payload,,,True,Solar Damage Mod,,,False
332,Inaugural Address,Pulse Rifle,Adaptive Frame,Legendary,0.93,1.4,,29.0,49.0,60.0,51.0,46.0,390.0,39.0,64.0,17.0,79.0,,,,,,,,,,Polygonal Rifling,,,True,Outlaw,,,True,Kill Clip,,,True,Void Damage Mod,,,False
333,Shepherd's Watch,Sniper Rifle,Adaptive Frame,Legendary,0.0,0.67,,70.0,52.0,48.0,44.0,43.0,90.0,4.0,60.0,40.0,71.0,,,,,,,,,,Zoom 30 Focus,,,True,Ricochet Rounds,,,True,Moving Target,,,True,,,,False
334,Widow's Bite,Sniper Rifle,Rapid-Fire Frame,Legendary,0.0,0.43,,55.0,36.0,42.0,69.0,60.0,140.0,5.0,69.0,45.0,60.0,,,,,,,,,,Arrowhead Brake,,,True,Steady Rounds,,,True,Firmly Planted,,,True,Void Damage Mod,,,False
335,Show of Force,Sniper Rifle,Aggressive Frame,Legendary,0.0,0.83,,90.0,73.0,31.0,33.0,36.0,72.0,3.0,41.0,43.0,78.0,,,,,,,,,,ATB Long Range,,,True,High-Caliber Rounds,,,True,Outlaw,,,True,Arc Damage Mod,,,False
336,A Fine Memorial,Machine Gun,Adaptive Frame,Legendary,0.53,0.8,,41.0,47.0,43.0,45.0,50.0,450.0,55.0,61.0,16.0,72.0,,,,,,,,,,,295878355.0,"['Arrowhead Brake', 'Chambered Compensator', 'Corkscrew Rifling', 'Extended Barrel', 'Fluted Barrel', 'Full Bore', 'Hammer-Forged Rifling', 'Polygonal Rifling', 'Smallbore']",False,Alloy Magazine,641206481.0,"['Extended Mag', 'Alloy Magazine', 'Appended Mag', 'Armor-Piercing Rounds', 'High-Caliber Rounds', 'Ricochet Rounds', 'Flared Magwell', 'Light Mag']",False,Under Pressure,1114711184.0,"['Hip-Fire Grip', 'Slideways', 'Pulse Monitor', 'Moving Target', 'Quickdraw', 'Threat Detector']",False,Rampage,3909737912.0,"['Surrounded', 'Tap the Trigger', 'Shield Disorient', 'Demolitionist', 'Firmly Planted', 'High-Impact Reserves']",False
337,Memory Interdict,Grenade Launcher,Adaptive Frame,Legendary,0.0,0.5,,,,44.0,48.0,48.0,120.0,5.0,58.0,13.0,71.0,30.0,35.0,,,,,,,,Confined Launch,,,True,Implosion Rounds,,,True,Rampage,,,True,Void Damage Mod,,,False
338,Vestian Dynasty,Sidearm,Precision Frame,Legendary,0.7,0.93,,51.0,55.0,42.0,44.0,29.0,260.0,12.0,90.0,12.0,99.0,,,,,,,,,,Extended Barrel,,,True,Alloy Magazine,,,True,Kill Clip,,,True,Dragonfly,,,True
